hidden_layers,activation_function,epochs,learning_rate,batch_size,train_accuracy,test_accuracy
"[32, 16, 8]",sigmoid,1,1.0,128,0.48125,0.56
"[32, 16, 8]",sigmoid,1,1.0,256,0.48125,0.56
"[32, 16, 8]",sigmoid,1,1.0,512,0.51875,0.44
"[32, 16, 8]",sigmoid,1,0.1,16,0.87125,0.86
"[32, 16, 8]",sigmoid,1,0.1,32,0.7975,0.81
"[32, 16, 8]",sigmoid,1,0.1,64,0.51875,0.44
"[32, 16, 8]",sigmoid,1,0.1,128,0.51875,0.44
"[32, 16, 8]",sigmoid,1,0.1,256,0.51875,0.44
"[32, 16, 8]",sigmoid,1,0.1,512,0.48125,0.56
"[32, 16, 8]",sigmoid,1,0.01,16,0.605,0.645
"[32, 16, 8]",sigmoid,1,0.01,32,0.77875,0.79
"[32, 16, 8]",sigmoid,1,0.01,64,0.51875,0.44
"[32, 16, 8]",sigmoid,1,0.01,128,0.53125,0.595
"[32, 16, 8]",sigmoid,1,0.01,256,0.51875,0.44
"[32, 16, 8]",sigmoid,1,0.01,512,0.51875,0.44
"[32, 16, 8]",sigmoid,1,0.001,16,0.51875,0.44
"[32, 16, 8]",sigmoid,1,0.001,32,0.51875,0.44
"[32, 16, 8]",sigmoid,1,0.001,64,0.48125,0.56
"[32, 16, 8]",sigmoid,1,0.001,128,0.48125,0.56
"[32, 16, 8]",sigmoid,1,0.001,256,0.48125,0.56
"[32, 16, 8]",sigmoid,1,0.001,512,0.48125,0.56
"[32, 16, 8]",sigmoid,1,0.0001,16,0.48125,0.56
"[32, 16, 8]",sigmoid,1,0.0001,32,0.48125,0.56
"[32, 16, 8]",sigmoid,1,0.0001,64,0.51875,0.44
"[32, 16, 8]",sigmoid,1,0.0001,128,0.51875,0.44
"[32, 16, 8]",sigmoid,1,0.0001,256,0.48125,0.56
"[32, 16, 8]",sigmoid,1,0.0001,512,0.51875,0.44
"[32, 16, 8]",sigmoid,10,10.0,16,0.48125,0.56
"[32, 16, 8]",sigmoid,10,10.0,32,0.51875,0.44
"[32, 16, 8]",sigmoid,10,10.0,64,0.48125,0.56
"[32, 16, 8]",sigmoid,10,10.0,128,0.48125,0.56
"[32, 16, 8]",sigmoid,10,10.0,256,0.48125,0.56
"[32, 16, 8]",sigmoid,10,10.0,512,0.51875,0.44
"[32, 16, 8]",sigmoid,10,1.0,16,0.51875,0.44
"[32, 16, 8]",sigmoid,10,1.0,32,0.48125,0.56
"[32, 16, 8]",sigmoid,10,1.0,64,0.48125,0.56
"[32, 16, 8]",sigmoid,10,1.0,128,0.48125,0.56
"[32, 16, 8]",sigmoid,10,1.0,256,0.68625,0.68
"[32, 16, 8]",sigmoid,10,1.0,512,0.51875,0.44
"[32, 16, 8]",sigmoid,10,0.1,16,0.9525,0.935
"[32, 16, 8]",sigmoid,10,0.1,32,0.8275,0.825
"[32, 16, 8]",sigmoid,10,0.1,64,0.92,0.92
"[32, 16, 8]",sigmoid,10,0.1,128,0.92375,0.92
"[32, 16, 8]",sigmoid,10,0.1,256,0.51875,0.44
"[32, 16, 8]",sigmoid,10,0.1,512,0.83625,0.84
"[32, 16, 8]",sigmoid,10,0.01,16,0.8675,0.87
"[32, 16, 8]",sigmoid,10,0.01,32,0.86875,0.87
"[32, 16, 8]",sigmoid,10,0.01,64,0.83875,0.835
"[32, 16, 8]",sigmoid,10,0.01,128,0.83875,0.83
"[32, 16, 8]",sigmoid,10,0.01,256,0.7175,0.75
"[32, 16, 8]",sigmoid,10,0.01,512,0.7075,0.695
"[32, 16, 8]",sigmoid,10,0.001,16,0.835,0.845
"[32, 16, 8]",sigmoid,10,0.001,32,0.52375,0.445
"[32, 16, 8]",sigmoid,10,0.001,64,0.51875,0.44
"[32, 16, 8]",sigmoid,10,0.001,128,0.51875,0.44
"[32, 16, 8]",sigmoid,10,0.001,256,0.51875,0.44
"[32, 16, 8]",sigmoid,10,0.001,512,0.51875,0.44
"[32, 16, 8]",sigmoid,10,0.0001,16,0.51875,0.44
"[32, 16, 8]",sigmoid,10,0.0001,32,0.51875,0.44
"[32, 16, 8]",sigmoid,10,0.0001,64,0.48125,0.56
"[32, 16, 8]",sigmoid,10,0.0001,128,0.51875,0.44
"[32, 16, 8]",sigmoid,10,0.0001,256,0.48125,0.56
"[32, 16, 8]",sigmoid,10,0.0001,512,0.48125,0.56
"[32, 16, 8]",sigmoid,25,10.0,16,0.51875,0.44
"[32, 16, 8]",sigmoid,25,10.0,32,0.51875,0.44
"[32, 16, 8]",sigmoid,25,10.0,64,0.51875,0.44
"[32, 16, 8]",sigmoid,25,10.0,128,0.48125,0.56
"[32, 16, 8]",sigmoid,25,10.0,256,0.51875,0.44
"[32, 16, 8]",sigmoid,25,10.0,512,0.51875,0.44
"[32, 16, 8]",sigmoid,25,1.0,16,0.48125,0.56
"[32, 16, 8]",sigmoid,25,1.0,32,0.48125,0.56
"[32, 16, 8]",sigmoid,25,1.0,64,0.48125,0.56
"[32, 16, 8]",sigmoid,25,1.0,128,0.51875,0.44
"[32, 16, 8]",sigmoid,25,1.0,256,0.51875,0.44
"[32, 16, 8]",sigmoid,25,1.0,512,0.48125,0.56
"[32, 16, 8]",sigmoid,25,0.1,16,0.9475,0.915
"[32, 16, 8]",sigmoid,25,0.1,32,0.985,0.95
"[32, 16, 8]",sigmoid,25,0.1,64,0.98625,0.965
"[32, 16, 8]",sigmoid,25,0.1,128,0.93125,0.925
"[32, 16, 8]",sigmoid,25,0.1,256,0.94375,0.94
"[32, 16, 8]",sigmoid,25,0.1,512,0.91375,0.925
"[32, 16, 8]",sigmoid,25,0.01,16,0.94625,0.945
"[32, 16, 8]",sigmoid,25,0.01,32,0.91375,0.935
"[32, 16, 8]",sigmoid,25,0.01,64,0.865,0.885
"[32, 16, 8]",sigmoid,25,0.01,128,0.875,0.875
"[32, 16, 8]",sigmoid,25,0.01,256,0.85375,0.83
"[32, 16, 8]",sigmoid,25,0.01,512,0.82625,0.835
"[32, 16, 8]",sigmoid,25,0.001,16,0.8475,0.835
"[32, 16, 8]",sigmoid,25,0.001,32,0.8475,0.84
"[32, 16, 8]",sigmoid,25,0.001,64,0.77875,0.8
"[32, 16, 8]",sigmoid,25,0.001,128,0.51875,0.44
"[32, 16, 8]",sigmoid,25,0.001,256,0.5375,0.52
"[32, 16, 8]",sigmoid,25,0.001,512,0.48125,0.56
"[32, 16, 8]",sigmoid,25,0.0001,16,0.51875,0.44
"[32, 16, 8]",sigmoid,25,0.0001,32,0.51875,0.44
"[32, 16, 8]",sigmoid,25,0.0001,64,0.51875,0.44
"[32, 16, 8]",sigmoid,25,0.0001,128,0.48125,0.56
"[32, 16, 8]",sigmoid,25,0.0001,256,0.51875,0.44
"[32, 16, 8]",sigmoid,25,0.0001,512,0.51875,0.44
"[32, 16, 8]",sigmoid,50,10.0,16,0.48125,0.56
"[32, 16, 8]",sigmoid,50,10.0,32,0.51875,0.44
"[32, 16, 8]",sigmoid,50,10.0,64,0.48125,0.56
"[32, 16, 8]",sigmoid,50,10.0,128,0.51875,0.44
"[32, 16, 8]",sigmoid,50,10.0,256,0.48125,0.56
"[32, 16, 8]",sigmoid,50,10.0,512,0.48125,0.56
"[32, 16, 8]",sigmoid,50,1.0,16,0.48125,0.56
"[32, 16, 8]",sigmoid,50,1.0,32,0.51875,0.44
"[32, 16, 8]",sigmoid,50,1.0,64,0.48125,0.56
"[32, 16, 8]",sigmoid,50,1.0,128,0.51875,0.44
"[32, 16, 8]",sigmoid,50,1.0,256,0.48125,0.56
"[32, 16, 8]",sigmoid,50,1.0,512,0.51875,0.44
"[32, 16, 8]",sigmoid,50,0.1,16,0.95625,0.945
"[32, 16, 8]",sigmoid,50,0.1,32,0.955,0.94
"[32, 16, 8]",sigmoid,50,0.1,64,0.9975,0.955
"[32, 16, 8]",sigmoid,50,0.1,128,0.995,0.96
"[32, 16, 8]",sigmoid,50,0.1,256,0.98625,0.96
"[32, 16, 8]",sigmoid,50,0.1,512,0.99,0.965
"[32, 16, 8]",sigmoid,50,0.01,16,0.97875,0.975
"[32, 16, 8]",sigmoid,50,0.01,32,0.98,0.955
"[32, 16, 8]",sigmoid,50,0.01,64,0.965,0.955
"[32, 16, 8]",sigmoid,50,0.01,128,0.9125,0.95
"[32, 16, 8]",sigmoid,50,0.01,256,0.895,0.915
"[32, 16, 8]",sigmoid,50,0.01,512,0.8575,0.85
"[32, 16, 8]",sigmoid,50,0.001,16,0.875,0.87
"[32, 16, 8]",sigmoid,50,0.001,32,0.84625,0.84
"[32, 16, 8]",sigmoid,50,0.001,64,0.85,0.835
"[32, 16, 8]",sigmoid,50,0.001,128,0.82625,0.825
"[32, 16, 8]",sigmoid,50,0.001,256,0.68375,0.67
"[32, 16, 8]",sigmoid,50,0.001,512,0.62875,0.62
"[32, 16, 8]",sigmoid,50,0.0001,16,0.67875,0.665
"[32, 16, 8]",sigmoid,50,0.0001,32,0.51875,0.44
"[32, 16, 8]",sigmoid,50,0.0001,64,0.51875,0.44
"[32, 16, 8]",sigmoid,50,0.0001,128,0.51875,0.44
"[32, 16, 8]",sigmoid,50,0.0001,256,0.51875,0.44
"[32, 16, 8]",sigmoid,50,0.0001,512,0.51875,0.44
"[32, 16, 8]",sigmoid,100,10.0,16,0.51875,0.44
"[32, 16, 8]",sigmoid,100,10.0,32,0.51875,0.44
"[32, 16, 8]",sigmoid,100,10.0,64,0.48125,0.56
"[32, 16, 8]",sigmoid,100,10.0,128,0.51875,0.44
"[32, 16, 8]",sigmoid,100,10.0,256,0.48125,0.56
"[32, 16, 8]",sigmoid,100,10.0,512,0.51875,0.44
"[32, 16, 8]",sigmoid,100,1.0,16,0.48125,0.56
"[32, 16, 8]",sigmoid,100,1.0,32,0.51875,0.44
"[32, 16, 8]",sigmoid,100,1.0,64,0.51875,0.44
"[32, 16, 8]",sigmoid,100,1.0,128,0.51875,0.44
"[32, 16, 8]",sigmoid,100,1.0,256,0.51875,0.44
"[32, 16, 8]",sigmoid,100,1.0,512,0.51875,0.44
"[32, 16, 8]",sigmoid,100,0.1,16,0.97875,0.925
"[32, 16, 8]",sigmoid,100,0.1,32,0.99,0.97
"[32, 16, 8]",sigmoid,100,0.1,64,0.9975,0.965
"[32, 16, 8]",sigmoid,100,0.1,128,0.99,0.97
"[32, 16, 8]",sigmoid,100,0.1,256,1.0,0.955
"[32, 16, 8]",sigmoid,100,0.1,512,0.99875,0.92
"[32, 16, 8]",sigmoid,100,0.01,16,0.99875,0.945
"[32, 16, 8]",sigmoid,100,0.01,32,0.985,0.95
"[32, 16, 8]",sigmoid,100,0.01,64,0.98875,0.965
"[32, 16, 8]",sigmoid,100,0.01,128,0.9825,0.955
"[32, 16, 8]",sigmoid,100,0.01,256,0.91625,0.935
"[32, 16, 8]",sigmoid,100,0.01,512,0.92875,0.94
"[32, 16, 8]",sigmoid,100,0.001,16,0.875,0.87
"[32, 16, 8]",sigmoid,100,0.001,32,0.87,0.87
"[32, 16, 8]",sigmoid,100,0.001,64,0.85875,0.85
"[32, 16, 8]",sigmoid,100,0.001,128,0.84625,0.835
"[32, 16, 8]",sigmoid,100,0.001,256,0.7925,0.81
"[32, 16, 8]",sigmoid,100,0.001,512,0.69125,0.69
"[32, 16, 8]",sigmoid,100,0.0001,16,0.8425,0.845
"[32, 16, 8]",sigmoid,100,0.0001,32,0.78125,0.795
"[32, 16, 8]",sigmoid,100,0.0001,64,0.51875,0.44
"[32, 16, 8]",sigmoid,100,0.0001,128,0.51875,0.44
"[32, 16, 8]",sigmoid,100,0.0001,256,0.51875,0.44
"[32, 16, 8]",sigmoid,100,0.0001,512,0.48125,0.56
"[32, 16, 8]",sigmoid,250,10.0,16,0.51875,0.44
"[32, 16, 8]",sigmoid,250,10.0,32,0.48125,0.56
"[32, 16, 8]",sigmoid,250,10.0,64,0.48125,0.56
"[32, 16, 8]",sigmoid,250,10.0,128,0.51875,0.44
"[32, 16, 8]",sigmoid,250,10.0,256,0.51875,0.44
"[32, 16, 8]",sigmoid,250,10.0,512,0.51875,0.44
"[32, 16, 8]",sigmoid,250,1.0,16,0.48125,0.56
"[32, 16, 8]",sigmoid,250,1.0,32,0.48125,0.56
"[32, 16, 8]",sigmoid,250,1.0,64,0.51875,0.44
"[32, 16, 8]",sigmoid,250,1.0,128,0.51875,0.44
"[32, 16, 8]",sigmoid,250,1.0,256,0.48125,0.56
"[32, 16, 8]",sigmoid,250,1.0,512,0.51875,0.44
"[32, 16, 8]",sigmoid,250,0.1,16,0.9775,0.95
"[32, 16, 8]",sigmoid,250,0.1,32,0.9975,0.945
"[32, 16, 8]",sigmoid,250,0.1,64,0.99875,0.93
"[32, 16, 8]",sigmoid,250,0.1,128,0.99875,0.935
"[32, 16, 8]",sigmoid,250,0.1,256,1.0,0.94
"[32, 16, 8]",sigmoid,250,0.1,512,1.0,0.95
"[32, 16, 8]",sigmoid,250,0.01,16,1.0,0.945
"[32, 16, 8]",sigmoid,250,0.01,32,1.0,0.945
"[32, 16, 8]",sigmoid,250,0.01,64,0.99875,0.955
"[32, 16, 8]",sigmoid,250,0.01,128,0.9975,0.955
"[32, 16, 8]",sigmoid,250,0.01,256,0.98875,0.925
"[32, 16, 8]",sigmoid,250,0.01,512,0.99125,0.945
"[32, 16, 8]",sigmoid,250,0.001,16,0.97125,0.95
"[32, 16, 8]",sigmoid,250,0.001,32,0.96375,0.955
"[32, 16, 8]",sigmoid,250,0.001,64,0.91125,0.94
"[32, 16, 8]",sigmoid,250,0.001,128,0.86875,0.86
"[32, 16, 8]",sigmoid,250,0.001,256,0.85875,0.86
"[32, 16, 8]",sigmoid,250,0.001,512,0.845,0.835
"[32, 16, 8]",sigmoid,250,0.0001,16,0.84625,0.835
"[32, 16, 8]",sigmoid,250,0.0001,32,0.84375,0.85
"[32, 16, 8]",sigmoid,250,0.0001,64,0.8225,0.835
"[32, 16, 8]",sigmoid,250,0.0001,128,0.705,0.705
"[32, 16, 8]",sigmoid,250,0.0001,256,0.51875,0.44
"[32, 16, 8]",sigmoid,250,0.0001,512,0.51875,0.44
"[32, 16, 8]",tanh,1,10.0,16,0.4,0.4
"[32, 16, 8]",tanh,1,10.0,32,0.5125,0.44
"[32, 16, 8]",tanh,1,10.0,64,0.3575,0.32
"[32, 16, 8]",tanh,1,10.0,128,0.635,0.615
"[32, 16, 8]",tanh,1,10.0,256,0.52875,0.455
"[32, 16, 8]",tanh,1,10.0,512,0.36125,0.295
"[32, 16, 8]",tanh,1,1.0,16,0.5975,0.54
"[32, 16, 8]",tanh,1,1.0,32,0.4875,0.435
"[32, 16, 8]",tanh,1,1.0,64,0.445,0.47
"[32, 16, 8]",tanh,1,1.0,128,0.6375,0.625
"[32, 16, 8]",tanh,1,1.0,256,0.63,0.655
"[32, 16, 8]",tanh,1,1.0,512,0.30375,0.26
"[32, 16, 8]",tanh,1,0.1,16,0.705,0.735
"[32, 16, 8]",tanh,1,0.1,32,0.83,0.865
"[32, 16, 8]",tanh,1,0.1,64,0.82875,0.835
"[32, 16, 8]",tanh,1,0.1,128,0.82625,0.81
"[32, 16, 8]",tanh,1,0.1,256,0.82,0.825
"[32, 16, 8]",tanh,1,0.1,512,0.7425,0.765
"[32, 16, 8]",tanh,1,0.01,16,0.8425,0.865
"[32, 16, 8]",tanh,1,0.01,32,0.83,0.825
"[32, 16, 8]",tanh,1,0.01,64,0.8275,0.815
"[32, 16, 8]",tanh,1,0.01,128,0.82125,0.81
"[32, 16, 8]",tanh,1,0.01,256,0.76,0.83
"[32, 16, 8]",tanh,1,0.01,512,0.7475,0.74
"[32, 16, 8]",tanh,1,0.001,16,0.80625,0.79
"[32, 16, 8]",tanh,1,0.001,32,0.52,0.45
"[32, 16, 8]",tanh,1,0.001,64,0.6425,0.69
"[32, 16, 8]",tanh,1,0.001,128,0.52375,0.455
"[32, 16, 8]",tanh,1,0.001,256,0.55625,0.64
"[32, 16, 8]",tanh,1,0.001,512,0.45125,0.475
"[32, 16, 8]",tanh,1,0.0001,16,0.48125,0.555
"[32, 16, 8]",tanh,1,0.0001,32,0.56,0.565
"[32, 16, 8]",tanh,1,0.0001,64,0.61875,0.62
"[32, 16, 8]",tanh,1,0.0001,128,0.51875,0.44
"[32, 16, 8]",tanh,1,0.0001,256,0.585,0.625
"[32, 16, 8]",tanh,1,0.0001,512,0.51875,0.44
"[32, 16, 8]",tanh,10,10.0,16,0.60125,0.6
"[32, 16, 8]",tanh,10,10.0,32,0.7,0.725
"[32, 16, 8]",tanh,10,10.0,64,0.51875,0.44
"[32, 16, 8]",tanh,10,10.0,128,0.64875,0.62
"[32, 16, 8]",tanh,10,10.0,256,0.29875,0.26
"[32, 16, 8]",tanh,10,10.0,512,0.70125,0.69
"[32, 16, 8]",tanh,10,1.0,16,0.57875,0.59
"[32, 16, 8]",tanh,10,1.0,32,0.5,0.455
"[32, 16, 8]",tanh,10,1.0,64,0.625,0.655
"[32, 16, 8]",tanh,10,1.0,128,0.68625,0.66
"[32, 16, 8]",tanh,10,1.0,256,0.62625,0.7
"[32, 16, 8]",tanh,10,1.0,512,0.81875,0.765
"[32, 16, 8]",tanh,10,0.1,16,0.79875,0.815
"[32, 16, 8]",tanh,10,0.1,32,0.8975,0.895
"[32, 16, 8]",tanh,10,0.1,64,0.8975,0.9
"[32, 16, 8]",tanh,10,0.1,128,0.8975,0.9
"[32, 16, 8]",tanh,10,0.1,256,0.8825,0.87
"[32, 16, 8]",tanh,10,0.1,512,0.875,0.865
"[32, 16, 8]",tanh,10,0.01,16,0.94875,0.94
"[32, 16, 8]",tanh,10,0.01,32,0.945,0.945
"[32, 16, 8]",tanh,10,0.01,64,0.94,0.94
"[32, 16, 8]",tanh,10,0.01,128,0.91,0.92
"[32, 16, 8]",tanh,10,0.01,256,0.87125,0.85
"[32, 16, 8]",tanh,10,0.01,512,0.855,0.855
"[32, 16, 8]",tanh,10,0.001,16,0.88375,0.88
"[32, 16, 8]",tanh,10,0.001,32,0.8475,0.845
"[32, 16, 8]",tanh,10,0.001,64,0.84375,0.845
"[32, 16, 8]",tanh,10,0.001,128,0.825,0.825
"[32, 16, 8]",tanh,10,0.001,256,0.795,0.82
"[32, 16, 8]",tanh,10,0.001,512,0.71875,0.755
"[32, 16, 8]",tanh,10,0.0001,16,0.705,0.755
"[32, 16, 8]",tanh,10,0.0001,32,0.49625,0.58
"[32, 16, 8]",tanh,10,0.0001,64,0.70625,0.715
"[32, 16, 8]",tanh,10,0.0001,128,0.51875,0.44
"[32, 16, 8]",tanh,10,0.0001,256,0.5375,0.54
"[32, 16, 8]",tanh,10,0.0001,512,0.51875,0.44
"[32, 16, 8]",tanh,25,10.0,16,0.32375,0.3
"[32, 16, 8]",tanh,25,10.0,32,0.50625,0.525
"[32, 16, 8]",tanh,25,10.0,64,0.67,0.72
"[32, 16, 8]",tanh,25,10.0,128,0.645,0.65
"[32, 16, 8]",tanh,25,10.0,256,0.35,0.34
"[32, 16, 8]",tanh,25,10.0,512,0.68,0.73
"[32, 16, 8]",tanh,25,1.0,16,0.57125,0.52
"[32, 16, 8]",tanh,25,1.0,32,0.68375,0.675
"[32, 16, 8]",tanh,25,1.0,64,0.62125,0.63
"[32, 16, 8]",tanh,25,1.0,128,0.72125,0.765
"[32, 16, 8]",tanh,25,1.0,256,0.8,0.795
"[32, 16, 8]",tanh,25,1.0,512,0.785,0.745
"[32, 16, 8]",tanh,25,0.1,16,0.8225,0.82
"[32, 16, 8]",tanh,25,0.1,32,0.86375,0.825
"[32, 16, 8]",tanh,25,0.1,64,0.9025,0.905
"[32, 16, 8]",tanh,25,0.1,128,0.93625,0.975
"[32, 16, 8]",tanh,25,0.1,256,0.93125,0.935
"[32, 16, 8]",tanh,25,0.1,512,0.98,0.925
"[32, 16, 8]",tanh,25,0.01,16,0.985,0.935
"[32, 16, 8]",tanh,25,0.01,32,0.9875,0.96
"[32, 16, 8]",tanh,25,0.01,64,0.975,0.945
"[32, 16, 8]",tanh,25,0.01,128,0.9575,0.94
"[32, 16, 8]",tanh,25,0.01,256,0.915,0.915
"[32, 16, 8]",tanh,25,0.01,512,0.90375,0.905
"[32, 16, 8]",tanh,25,0.001,16,0.925,0.935
"[32, 16, 8]",tanh,25,0.001,32,0.90375,0.915
"[32, 16, 8]",tanh,25,0.001,64,0.865,0.855
"[32, 16, 8]",tanh,25,0.001,128,0.85,0.85
"[32, 16, 8]",tanh,25,0.001,256,0.83875,0.84
"[32, 16, 8]",tanh,25,0.001,512,0.82125,0.805
"[32, 16, 8]",tanh,25,0.0001,16,0.84,0.83
"[32, 16, 8]",tanh,25,0.0001,32,0.82625,0.81
"[32, 16, 8]",tanh,25,0.0001,64,0.73625,0.72
"[32, 16, 8]",tanh,25,0.0001,128,0.58625,0.665
"[32, 16, 8]",tanh,25,0.0001,256,0.585,0.555
"[32, 16, 8]",tanh,25,0.0001,512,0.6275,0.67
"[32, 16, 8]",tanh,50,10.0,16,0.65875,0.66
"[32, 16, 8]",tanh,50,10.0,32,0.57625,0.55
"[32, 16, 8]",tanh,50,10.0,64,0.53875,0.56
"[32, 16, 8]",tanh,50,10.0,128,0.725,0.715
"[32, 16, 8]",tanh,50,10.0,256,0.5325,0.5
"[32, 16, 8]",tanh,50,10.0,512,0.48125,0.56
"[32, 16, 8]",tanh,50,1.0,16,0.55875,0.65
"[32, 16, 8]",tanh,50,1.0,32,0.62375,0.49
"[32, 16, 8]",tanh,50,1.0,64,0.62375,0.675
"[32, 16, 8]",tanh,50,1.0,128,0.665,0.695
"[32, 16, 8]",tanh,50,1.0,256,0.83375,0.86
"[32, 16, 8]",tanh,50,1.0,512,0.845,0.86
"[32, 16, 8]",tanh,50,0.1,16,0.88375,0.845
"[32, 16, 8]",tanh,50,0.1,32,0.90375,0.86
"[32, 16, 8]",tanh,50,0.1,64,0.90375,0.91
"[32, 16, 8]",tanh,50,0.1,128,0.93,0.93
"[32, 16, 8]",tanh,50,0.1,256,0.96625,0.94
"[32, 16, 8]",tanh,50,0.1,512,0.97125,0.945
"[32, 16, 8]",tanh,50,0.01,16,0.97875,0.935
"[32, 16, 8]",tanh,50,0.01,32,0.99875,0.965
"[32, 16, 8]",tanh,50,0.01,64,0.99625,0.925
"[32, 16, 8]",tanh,50,0.01,128,0.9925,0.955
"[32, 16, 8]",tanh,50,0.01,256,0.97,0.95
"[32, 16, 8]",tanh,50,0.01,512,0.98125,0.95
"[32, 16, 8]",tanh,50,0.001,16,0.95875,0.925
"[32, 16, 8]",tanh,50,0.001,32,0.96375,0.955
"[32, 16, 8]",tanh,50,0.001,64,0.92625,0.95
"[32, 16, 8]",tanh,50,0.001,128,0.89125,0.91
"[32, 16, 8]",tanh,50,0.001,256,0.86625,0.875
"[32, 16, 8]",tanh,50,0.001,512,0.8425,0.845
"[32, 16, 8]",tanh,50,0.0001,16,0.85375,0.855
"[32, 16, 8]",tanh,50,0.0001,32,0.845,0.83
"[32, 16, 8]",tanh,50,0.0001,64,0.8125,0.805
"[32, 16, 8]",tanh,50,0.0001,128,0.81375,0.8
"[32, 16, 8]",tanh,50,0.0001,256,0.75375,0.8
"[32, 16, 8]",tanh,50,0.0001,512,0.525,0.59
"[32, 16, 8]",tanh,100,10.0,16,0.38125,0.445
"[32, 16, 8]",tanh,100,10.0,32,0.4025,0.385
"[32, 16, 8]",tanh,100,10.0,64,0.64625,0.675
"[32, 16, 8]",tanh,100,10.0,128,0.65375,0.655
"[32, 16, 8]",tanh,100,10.0,256,0.58875,0.565
"[32, 16, 8]",tanh,100,10.0,512,0.5175,0.55
"[32, 16, 8]",tanh,100,1.0,16,0.5725,0.635
"[32, 16, 8]",tanh,100,1.0,32,0.68125,0.71
"[32, 16, 8]",tanh,100,1.0,64,0.74125,0.715
"[32, 16, 8]",tanh,100,1.0,128,0.76875,0.73
"[32, 16, 8]",tanh,100,1.0,256,0.765,0.755
"[32, 16, 8]",tanh,100,1.0,512,0.8075,0.8
"[32, 16, 8]",tanh,100,0.1,16,0.8875,0.87
"[32, 16, 8]",tanh,100,0.1,32,0.9,0.915
"[32, 16, 8]",tanh,100,0.1,64,0.91875,0.895
"[32, 16, 8]",tanh,100,0.1,128,0.9425,0.905
"[32, 16, 8]",tanh,100,0.1,256,0.9525,0.905
"[32, 16, 8]",tanh,100,0.1,512,0.98875,0.915
"[32, 16, 8]",tanh,100,0.01,16,0.99875,0.955
"[32, 16, 8]",tanh,100,0.01,32,1.0,0.96
"[32, 16, 8]",tanh,100,0.01,64,1.0,0.955
"[32, 16, 8]",tanh,100,0.01,128,0.99875,0.95
"[32, 16, 8]",tanh,100,0.01,256,0.99375,0.94
"[32, 16, 8]",tanh,100,0.01,512,0.9925,0.95
"[32, 16, 8]",tanh,100,0.001,16,0.985,0.935
"[32, 16, 8]",tanh,100,0.001,32,0.975,0.945
"[32, 16, 8]",tanh,100,0.001,64,0.9775,0.95
"[32, 16, 8]",tanh,100,0.001,128,0.9525,0.96
"[32, 16, 8]",tanh,100,0.001,256,0.89375,0.905
"[32, 16, 8]",tanh,100,0.001,512,0.87625,0.875
"[32, 16, 8]",tanh,100,0.0001,16,0.8575,0.85
"[32, 16, 8]",tanh,100,0.0001,32,0.85875,0.855
"[32, 16, 8]",tanh,100,0.0001,64,0.84125,0.835
"[32, 16, 8]",tanh,100,0.0001,128,0.83875,0.835
"[32, 16, 8]",tanh,100,0.0001,256,0.7975,0.795
"[32, 16, 8]",tanh,100,0.0001,512,0.73625,0.76
"[32, 16, 8]",tanh,250,10.0,16,0.5875,0.61
"[32, 16, 8]",tanh,250,10.0,32,0.36875,0.335
"[32, 16, 8]",tanh,250,10.0,64,0.48125,0.56
"[32, 16, 8]",tanh,250,10.0,128,0.48125,0.56
"[32, 16, 8]",tanh,250,10.0,256,0.48125,0.56
"[32, 16, 8]",tanh,250,10.0,512,0.51,0.53
"[32, 16, 8]",tanh,250,1.0,16,0.57375,0.62
"[32, 16, 8]",tanh,250,1.0,32,0.54375,0.5
"[32, 16, 8]",tanh,250,1.0,64,0.61,0.65
"[32, 16, 8]",tanh,250,1.0,128,0.67625,0.67
"[32, 16, 8]",tanh,250,1.0,256,0.8125,0.81
"[32, 16, 8]",tanh,250,1.0,512,0.80375,0.775
"[32, 16, 8]",tanh,250,0.1,16,0.87625,0.845
"[32, 16, 8]",tanh,250,0.1,32,0.91375,0.905
"[32, 16, 8]",tanh,250,0.1,64,0.93625,0.93
"[32, 16, 8]",tanh,250,0.1,128,0.945,0.915
"[32, 16, 8]",tanh,250,0.1,256,0.95375,0.915
"[32, 16, 8]",tanh,250,0.1,512,0.97875,0.925
"[32, 16, 8]",tanh,250,0.01,16,1.0,0.93
"[32, 16, 8]",tanh,250,0.01,32,1.0,0.93
"[32, 16, 8]",tanh,250,0.01,64,1.0,0.95
"[32, 16, 8]",tanh,250,0.01,128,1.0,0.925
"[32, 16, 8]",tanh,250,0.01,256,1.0,0.955
"[32, 16, 8]",tanh,250,0.01,512,0.99875,0.94
"[32, 16, 8]",tanh,250,0.001,16,1.0,0.945
"[32, 16, 8]",tanh,250,0.001,32,1.0,0.925
"[32, 16, 8]",tanh,250,0.001,64,0.99875,0.935
"[32, 16, 8]",tanh,250,0.001,128,0.985,0.96
"[32, 16, 8]",tanh,250,0.001,256,0.9725,0.96
"[32, 16, 8]",tanh,250,0.001,512,0.9425,0.94
"[32, 16, 8]",tanh,250,0.0001,16,0.9475,0.945
"[32, 16, 8]",tanh,250,0.0001,32,0.9025,0.925
"[32, 16, 8]",tanh,250,0.0001,64,0.8575,0.855
"[32, 16, 8]",tanh,250,0.0001,128,0.85,0.855
"[32, 16, 8]",tanh,250,0.0001,256,0.83625,0.845
"[32, 16, 8]",tanh,250,0.0001,512,0.82875,0.825
